by,descendants,id,kids,score,time,title,type,url,text
ammo1662,0.0,40284768,,12,1715085554,Treating a T2 diabetic patient by personalized stem cell-derived islet tissue,story,https://www.nature.com/articles/s41421-024-00662-3,
chiffre01,0.0,40289889,[40292029],7,1715107631,The iPad Lost. Smartphones Won,story,https://www.washingtonpost.com/technology/2024/05/07/apple-new-ipad-sales/,
mzehrer,0.0,40283364,,3,1715068664,SteerMouse,story,https://plentycom.jp/en/steermouse/index.html,
mooreds,453.0,40267675,"[40268948, 40268209, 40269093, 40268353, 40269232, 40268862, 40271655, 40268213, 40268432, 40268690, 40268359, 40268670, 40268110, 40268919, 40281203, 40268068, 40280354, 40268055, 40268287, 40276710, 40270995, 40276063, 40269934, 40269629, 40269094, 40270173, 40269105, 40269713, 40268771, 40269660, 40275675, 40276497, 40268337, 40269549, 40269823, 40270393, 40271006, 40280197, 40268740, 40268352, 40279251, 40269004, 40269278, 40270217, 40269335, 40268871]",494,1714938886,Bollards: Why and What,story,https://josh.works/bollards,
bo0tzz,0.0,40283266,,5,1715067376,Mozilla: Entrust Issues – What Is Entrust's and WebPKI's Future?,story,https://webpki.substack.com/p/mozilla-entrust-issues,
codegeek,0.0,40288002,,14,1715099906,AWS S3 will soon not charge for un-authorized requests,story,https://twitter.com/jeffbarr/status/1787844682216792163,
_Microft,55.0,40266015,"[40267458, 40266625, 40267233, 40267890, 40266876, 40274529, 40267484, 40286022, 40273238]",186,1714926093,ESP32-S3 has a few SIMD instructions,story,https://bitbanksoftware.blogspot.com/2024/01/surprise-esp32-s3-has-few-simd.html,
grej,1.0,40287714,[40291879],9,1715098909,Oil Co. Contaminated a Family Farm. Courts and Regulators Let Them Walk Away,story,https://www.propublica.org/article/oklahoma-oil-cleanup,
spirit23,44.0,40262236,"[40262655, 40265908, 40262955, 40266407, 40262942, 40263378, 40264146, 40266351, 40263253, 40263917, 40264221, 40269519, 40262763, 40269303]",236,1714883170,Time-Based CSS Animations,story,https://yuanchuan.dev/time-based-css-animations,
NegativeLatency,0.0,40277581,,11,1715018699,Volcanoes and Us (2015) [video],story,https://www.youtube.com/watch?v=GlNhaAV5NZ4,
mooreds,359.0,40267666,"[40268920, 40270598, 40268284, 40268294, 40268700, 40271360, 40269357, 40268265, 40271719, 40273674, 40272056, 40269126, 40272545, 40268630, 40268649, 40270257, 40270306, 40272844, 40270305, 40269788, 40268742, 40282082, 40268980, 40272646, 40271445, 40272355, 40269962, 40272093, 40285073, 40274127, 40268255, 40279868, 40269883, 40270082, 40279032, 40269919, 40273825, 40269088, 40270147, 40281873, 40271727, 40268883, 40282643, 40269281, 40273482, 40269876, 40271372, 40270020, 40271157, 40269879, 40270441, 40272782, 40272850, 40271299, 40271209, 40273834, 40269070, 40270482]",805,1714938828,Social engineering takeovers of open source projects,story,https://openssf.org/blog/2024/04/15/open-source-security-openssf-and-openjs-foundations-issue-alert-for-social-engineering-takeovers-of-open-source-projects/,
soheilpro,56.0,40293368,"[40293734, 40293908, 40293632, 40293535, 40293566]",36,1715130854,Product Roadmap,story,https://bsky.social/about/blog/05-07-2024-product-roadmap,
IMSAI8080,217.0,40262883,"[40265929, 40265509, 40272687, 40263540, 40267180, 40263684, 40263592, 40263339, 40265559, 40263285, 40263064, 40263329, 40272552, 40272125, 40263822, 40263311, 40269300, 40262884, 40267708, 40268203, 40268836, 40266714, 40263437, 40266059, 40272554, 40263813, 40268567, 40271416, 40269761, 40263360, 40267456, 40272712, 40268632, 40265852, 40265801, 40263731, 40265476, 40269052, 40265281, 40263347, 40267865]",164,1714892876,North Yorkshire Council to phase out apostrophe use on street signs,story,https://www.bbc.co.uk/news/uk-england-york-north-yorkshire-68942321,
runeks,0.0,40282863,,6,1715062305,Splitting Your Data and Application APIs: Going Further,story,https://htmx.org/essays/splitting-your-apis/,
flexagoon,122.0,40262779,"[40263189, 40263634, 40264282, 40264393, 40263472, 40263379, 40264220, 40263962, 40264263, 40265759, 40268723, 40263449, 40263902, 40264137, 40269654, 40264073, 40263849, 40263296, 40265334, 40263170, 40265014, 40264944, 40268106]",192,1714891660,Xmake: A cross-platform build utility based on Lua,story,https://github.com/xmake-io/xmake,
wslh,14.0,40283749,"[40284095, 40285941, 40283750, 40287129, 40285364]",26,1715074289,Bitcoin's Future Depends on a Handful of Mysterious Coders,story,https://www.wsj.com/articles/bitcoin-core-maintainers-crypto-7b93804,
gz09,103.0,40259185,"[40261562, 40261546, 40260398, 40261037, 40260912, 40260721, 40265629, 40264358, 40260733, 40263021, 40260391, 40263018, 40260396, 40261844]",282,1714845053,Verified Rust for low-level systems code,story,https://github.com/verus-lang/verus,
KTallguy,192.0,40285476,"[40285752, 40285791, 40285756, 40287200, 40286063, 40287517, 40285806, 40286747, 40286060, 40286219, 40287205, 40287401, 40285928, 40287560, 40287918, 40286798, 40288299, 40285736]",206,1715090025,Microsoft closes several large Bethesda affiliated game studios,story,https://www.ign.com/articles/microsoft-closes-redfall-developer-arkane-austin-hifi-rush-developer-tango-gameworks-and-more-in-devastating-cuts-at-bethesda,
ecolonsmak,17.0,40276273,"[40279587, 40276340]",30,1715011935,Alzheimer's disease may be inherited more often than previously known,story,https://www.cnn.com/2024/05/06/health/alzheimers-apoe4-gene-risk/index.html,
mr_tyzic,0.0,40260996,,25,1714863697,Variations on the theme of silence,story,https://commonreader.wustl.edu/c/variations-on-the-theme-of-silence/,
paulpauper,7.0,40288348,"[40289464, 40290448, 40292462, 40289435, 40288730]",11,1715101180,All Bad Music Will Eventually Disappear,story,https://www.honest-broker.com/p/all-bad-music-will-eventually-disappear,
amichail,2.0,40290451,[40290545],7,1715110209,A 15 Year Old Just Broke Every Tetris World Record [video],story,https://www.youtube.com/watch?v=jPyf5kIGoKA,
pausing,2.0,40260985,[40268485],18,1714863585,The robustness of some fossil leaf venation networks to simulated damage,story,https://royalsocietypublishing.org/doi/10.1098/rsos.240086,
gulced,117.0,40281272,"[40281887, 40282622, 40282653, 40285352, 40281850, 40281500, 40283833, 40281872, 40281578, 40281457, 40282818]",132,1715044699,Boeing Starliner's first crewed mission scrubbed,story,https://techcrunch.com/2024/05/06/boeing-starliners-first-crewed-mission-scrubbed/,
Brajeshwar,0.0,40288178,,7,1715100569,Scientists Find an 'Alphabet' in Whale Songs,story,https://www.nytimes.com/2024/05/07/science/whale-song-alphabet.html,
benbreen,0.0,40271057,,14,1714968369,Laudatio Turiae,story,https://en.wikipedia.org/wiki/Laudatio_Turiae,
ethanholt1,42.0,40291672,"[40292357, 40292344, 40292059, 40292040, 40292883, 40292144, 40292104, 40292160, 40292850, 40292134]",44,1715117058,Nintendo to announce new console by end of fiscal year,story,https://twitter.com/nintendocoltd/status/1787736518762881197,
jdmark,0.0,40292455,,8,1715122350,"Navy Pays $100K to Replace EA. F/A-18 Tire, 3D Printed Repairs Cuts Cost to $300",story,https://www.twz.com/sea/navy-pays-100k-to-replace-each-f-a-18-tire-3d-printed-repairs-cuts-cost-to-300,
azalemeth,4.0,40283171,"[40283939, 40284297, 40283580]",12,1715066082,Mod data breach: UK armed forces' personal details accessed in hack,story,https://www.bbc.co.uk/news/uk-68966497,
gulced,6.0,40280320,"[40282416, 40283087, 40282660, 40281592]",29,1715035183,Research finds e-cigarette content on Instagram is marketed to teens,story,https://medicalxpress.com/news/2024-05-cigarette-content-instagram-violates-policies.html,
speckx,15.0,40260210,"[40260872, 40261251, 40261878, 40266685, 40263600, 40263951, 40264226, 40264268, 40265045, 40263646]",235,1714856162,Atari's Mike Jang,story,https://arcadeblogger.com/2024/02/13/ataris-mike-jang/,
contingencies,13.0,40280253,"[40281101, 40280512, 40280294, 40282872, 40281406, 40283687, 40284406]",67,1715034669,Teens who discovered new way to prove Pythagoras' theorem uncover more proofs,story,https://www.theguardian.com/us-news/article/2024/may/06/pythagoras-theorem-proof-new-orleans-teens,
sizzle,1.0,40293589,[40293933],5,1715133061,Saudi Arabia Discovers It's Hard to Build a 105-Mile Skyscraper,story,https://futurism.com/the-byte/saudi-arabia-hard-build-105-mile-skyscraper,
gulced,7.0,40281321,"[40282344, 40284934, 40282713, 40282812, 40282211, 40281678, 40285882]",23,1715045256,Fortran popularity rises with numerical and scientific computing,story,https://www.infoworld.com/article/3715346/fortran-popularity-rises-with-numerical-and-scientific-computing.html#tk.rss_all,
Brajeshwar,0.0,40288185,,3,1715100583,Cracking Soils Could Accelerate Climate Change,story,https://eos.org/articles/cracking-soils-could-accelerate-climate-change,
hammock,0.0,40291228,,6,1715114633,"AstraZeneca withdrawing Covid vaccine worldwide, after finding rare side effect",story,https://www.marketscreener.com/quote/stock/ASTRAZENECA-PLC-4000930/news/AstraZeneca-to-withdraw-Covid-vaccine-worldwide-The-Telegraph-reports-46654465/,
conelion,6.0,40272571,"[40280893, 40274439, 40273724, 40275093, 40282837]",17,1714985334,Ask HN: Looking for good industrial design news/resources/discussions/books,story,,"Hey all, I&#x27;ve recently developed an interest in industrial design, particularly inspired by the works of figures like Max Bill. I want to explore more about this field and would like an easy in. I&#x27;m not necessarily looking for academic or career-oriented insights. I&#x27;d like to find resources&#x2F;discussions from people who have similar interests, like the discussions on HN. Thanks in advance!"
indian_mafia,1.0,40283730,[40285345],6,1715074053,Hanuman: The Divine Protector (Mobile Game),story,,"Hi guys,<p>We have created this Mobile Game which is based on Lord Hanuman life. It contains many phases of his life from childhood in Chitrakoot,India to Sri Lanka.<p>https:&#x2F;&#x2F;play.google.com&#x2F;store&#x2F;apps&#x2F;details?id=com.hanuman_the_divine_protector_game.app<p>Would love your feedbacks. Thanks for your time"
_wire_,1.0,40270095,[40276237],13,1714956925,Show HN: Ddrescue-helper.sh – A bash script for GNU ddrescue,story,https://github.com/c-o-pr/ddrescue-helper,"ddrescue-helper.sh is a bash script to make running GNU ddrescue easier.<p>Do you have a spinning drive with read errors that you can&#x27;t access?\
Do you need to rescue a drive, partition, or file from read errors?<p>ddrescue-helper.sh might be useful.<p>This is a pure bash script that hooks you up to the majesty that is GNU ddrescue, and makes it more useful.<p>For Linux and macOS.<p>Rescue...
- device-to-device
- device-to-file (image)
- file-to-file<p>Consistency checks help avoid user mistakes, such as trying to place the domain map on a target device, or targeting the boot drive.<p>Auto persistent un-mount via &#x2F;etc&#x2F;fstab ensures rescue integrity.<p>Ddrescue&#x27;s domain-map file and read-rate logs are placed in a directory named by the user.<p>Once you have a ddrescue domain map, a REPORT function lists files affected by read errors and slow-reads for supported filesystems...\
Linux: NTFS, ext2&#x2F;3&#x2F;4, HFS+\
macOS: HFS+.<p>Making a device or file copy is the best way to rescue. But if you need to work in situ with a filesystem or file that contains bad blocks, this helper offers a ZAP function that uses the domain map to write device blocks with read errors to attempt to make the blocks readable. This can regain access to an unreadable file, or make an un-mountable filesystem accessible, aiding further forensics (the data in the bad blocks are gone, but gaining device access may still be valuable).<p>An -K option allows ZAP of 4K blocks, for advanced format drives, instead of the default 512-byte block. This option may encourage the drive to re-allocate a bad sector.<p>(ZAP doesn&#x27;t rely on hdparm, it uses dd(1) to target single blocks.)<p>A PLOT function uses gnuplot to render the GNU ddrescue read-rate log as a simple graph at the terminal, helping you assess device health.<p>By rescuing (COPYING) to &#x2F;dev&#x2F;null instead of a proper destination, you can SCAN a source to create the domain-map and read-rate log without replicating to another device. This lets you REPORT, ZAP, and PLOT a source without need for a target device-- maybe you don&#x27;t have a spare.<p>If nothing else, a bit assistance running GNU ddrescue might be just the ticket.<p>DOCUMENTATION:<p>- The github README.md
- Built-in help. (-h)
- A LinkedIn article describing the helper&#x27;s use:<p><a href=""https:&#x2F;&#x2F;www.linkedin.com&#x2F;feed&#x2F;update&#x2F;urn:li:activity:7177497724383088640"" rel=""nofollow"">https:&#x2F;&#x2F;www.linkedin.com&#x2F;feed&#x2F;update&#x2F;urn:li:activity:7177497...</a><p>—<p>WARNING! This script has so far only been tested by me and mistakes due to maker myopia are likely. Plus bash is a can&#x27;o&#x27;worms!<p>While I believe this helper is not fundamentally dangerous, try it in a situation that&#x27;s low stakes to start. There&#x27;s a time for disaster later.<p>Also try to overlook that a huge bash script seems like an epic security hazard.<p>If something goes wrong, you should&#x27;ve voted for Kodos.<p>—<p>I would appreciate laments about the approach and code.<p>The github README.md contains thoughts about many concerns &amp; improvements.\
(see TODOs at the end.)<p>I think the most gross part of this script is the mainline option processing, so pointers to idioms for smarter option processing will be appreciated. But beat me over the head in any way you like.<p>I am a github noob so I have no idea how collaboration works over there, but I&#x27;m ready to learn.<p>—<p>I truly enjoy the nightmare that is the Unix shell. So I have no intention of rewriting this in a more palatable language. I just wanted to hack together a tool to help me work with failing drives and this script took on a life of its own.<p>Blame these guys:<p>AT&amp;T The UNIX System: Making Computers More Productive (1982)<p><a href=""https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=tc4ROCJYbm0"" rel=""nofollow"">https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=tc4ROCJYbm0</a><p>I like to think that old K &amp; R and KenT would have only dreamed of shell utility that is this byzantine.<p>With any luck this code will soon be polluting a LLM."
jimwang,2.0,40266682,[40267014],24,1714931137,What's bad about this habit (2009) [pdf],story,https://www.ehu.eus/aitor/irakas/mes/Reference/mermin.pdf,
wglb,1.0,40293144,[40294063],5,1715128591,Models show heat waves in north Pacific may be due to China reducing aerosols,story,https://phys.org/news/2024-05-north-pacific-due-china-aerosols.html,
BerislavLopac,89.0,40284091,"[40284355, 40284508, 40284782, 40284230, 40284280, 40284842, 40284394, 40284176, 40284165, 40284402, 40287022, 40284921, 40284304, 40285653, 40284103, 40287484, 40284148]",127,1715078558,"Google Fit APIs get shut down in 2025, might break fitness devices",story,https://arstechnica.com/gadgets/2024/05/google-fit-apis-get-shut-down-in-2025-might-break-fitness-devices/,
botanical,233.0,40262190,"[40263203, 40262327, 40262250, 40262309, 40262330, 40262379, 40263362, 40264023, 40262350, 40271325, 40262518, 40264950, 40262406, 40263936, 40262304, 40264183, 40265921, 40262307, 40282900, 40262428, 40263114, 40264531]",225,1714882436,Judge mulls sanctions over Google's destruction of internal chats,story,https://arstechnica.com/tech-policy/2024/05/judge-mulls-sanctions-over-googles-shocking-destruction-of-internal-chats/,
mscccc,69.0,40285521,"[40286586, 40286924, 40285898, 40286020, 40286985, 40286381, 40287761, 40286057, 40286435, 40287522, 40286225, 40286732, 40287115, 40286083, 40286563, 40287146, 40287057]",86,1715090240,Use Rails,story,https://jmduke.com/posts/microblog/rails/,
thunderbong,13.0,40262643,"[40263526, 40265542, 40265482, 40264715, 40266303, 40265496, 40264187]",74,1714889155,New scanning electron microscope tech sees magnetic field with 100nm resolution,story,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4812984,
bikenaga,55.0,40261001,"[40265837, 40261827, 40261414, 40261741, 40261700, 40261507, 40261409, 40261852, 40264494, 40266559, 40266739, 40262441, 40262887, 40261805]",157,1714863750,Vera Rubin's primary mirror gets its first reflective coating,story,https://www.universetoday.com/166842/vera-rubins-primary-mirror-gets-its-first-reflective-coating/,
ingve,4.0,40266214,"[40269643, 40275001, 40271575, 40275315, 40284265]",27,1714927682,Minimalist Guide to AV1 Video Encoding,story,https://tech.marksblogg.com/av1-video-encoding.html,
PaulHoule,1.0,40281315,[40282794],19,1715045177,PCI-Sig Completes CopprLink Cabling Standard: PCIe 5.0 and 6.0 Get Wired,story,https://www.anandtech.com/show/21379/pcisig-completes-copprlink-cabling-standard-pcie-50-60-get-wired,
P_qRs,5.0,40283122,"[40283570, 40283538, 40283123]",37,1715065489,GCC 14.1 Release,story,https://gcc.gnu.org/gcc-14/changes.html,
Amorymeltzer,1.0,40288411,[40292618],6,1715101479,Magic Cap,story,https://en.wikipedia.org/wiki/Magic_Cap,
nicowaltz,183.0,40260259,"[40263157, 40260788, 40261194, 40266491, 40265511, 40261289, 40260832, 40263065, 40260968, 40260690, 40262957, 40263636, 40260789, 40266567, 40261308, 40261069, 40264155, 40261129, 40262871, 40262557, 40261492, 40260805, 40264371, 40260785, 40261281, 40261258, 40265910, 40266369, 40261125, 40264211, 40260916, 40262340, 40265337, 40261790, 40262046, 40261998, 40261603, 40261391, 40261394, 40261658, 40263710, 40261227, 40261064, 40261966, 40262453, 40260851, 40261343, 40261349]",263,1714856635,"Show HN: gpudeploy.com – ""Airbnb"" for GPUs",story,https://www.gpudeploy.com,"Hi HN,<p>YC w24 company here. We just pivoted from drone delivery to build gpudeploy.com, a website that routes on-demand traffic for GPU instances to idle compute resources.<p>The experience is similar to lambda labs, which we’ve really enjoyed for training our robotics models, but their GPUs are never available for on-demand. We are also trying to make it more no-nonsense (no hidden fees, no H100 behind “contact sales”, etc.).<p>The tech to make this work is actually kind of nifty, we may do an in-depth HN post on that soon.<p>Right now, we have H100s, a few RTX 4090s and a GTX 1080 Ti online. Feel free to try it out!<p>Also, if you’ve got compute sitting around (a GPU cluster, a crypto mining operation or just a GPU) or if you’re an AI company with idle compute (hopefully not in a Stability AI way) and want to see some ROI, it’s very simple and flexible to hook it up to our site and you’ll maybe get a few researchers using your compute.<p>Nice rest of the week!"
adrian_mrd,5.0,40283708,"[40284834, 40285186, 40286898]",11,1715073649,Germans grill Olaf Scholz over soaring cost of doner kebabs,story,https://www.theguardian.com/world/article/2024/may/07/germans-grill-olaf-scholz-over-soaring-cost-of-doner-kebabs,
feikname,7.0,40276464,"[40279557, 40278821, 40279357, 40278666]",32,1715013063,"Robert Dennard, father of DRAM, is deceased",story,https://www.tomshardware.com/tech-industry/semiconductors/robert-dennard-father-of-dram-is-deceased-also-known-for-his-foundational-dennard-scaling-theory,
PaulHoule,0.0,40288087,,4,1715100271,Scientists synthesize diamond under moderate conditions with liquid metal,story,https://phys.org/news/2024-04-scientists-liquid-metal-alloy-diamond.html,
bookofjoe,6.0,40266382,"[40267115, 40267097, 40267089, 40268860, 40274099]",62,1714928847,"Dick Rutan, co-pilot of historic round-the-world flight, has died",story,https://www.theguardian.com/world/article/2024/may/04/dick-rutan-pilot-dies-aged-85,
excsn,12.0,40286739,"[40287087, 40286740, 40291368, 40287038, 40287070, 40287611, 40287576]",49,1715095081,Theranos fraudster Elizabeth Holmes has prison sentence reduced again,story,https://www.theguardian.com/us-news/article/2024/may/07/elizabeth-holmes-prison-sentence,
cporios,27.0,40275969,"[40277040, 40277187, 40282133, 40277353, 40277429, 40277278, 40278348, 40277159, 40275970]",27,1715010346,Show HN: Touvlo – Technical Interviewing for Hardware Engineers (By Humans),story,https://touvlo.co,"Hi HN! Touvlo is a platform where you can delegate your technical interviewing for hardware engineers to us, so that you can focus on building your product instead.<p>Our interviews test real-world engineering skills, largely via a collaborative CAD session through our in-browser platform. You can think of it as a pair-coding session between the interviewer and the interviewee, but for hardware. Interviews are conducted by real hardware engineers with industry experience (currently my co-founder, Danae). After each interview, you get a detailed score card, as well as full, timestamped recording of the interview.<p>There&#x27;s no pricing page yet, but we charge 220$ per interview, with discounts for monthly packages for 10 interviews or more.<p>If you&#x27;re a hardware&#x2F;robotics startup, give us a try: we can help you hire better and save you time. Drop us an email (founders@touvlo.co), or sign up for a demo interview on <a href=""https:&#x2F;&#x2F;touvlo.co"" rel=""nofollow"">https:&#x2F;&#x2F;touvlo.co</a>. We offer a money-back guarantee and a free trial for our next few customers.<p>We&#x27;re also applying to YC – we went from an idea to a product with users in 2 months.<p>We would highly appreciate any feedback."
andsoitis,106.0,40265456,"[40266031, 40266397, 40265695, 40266341, 40266330, 40266306, 40265897, 40265821, 40265853, 40266564, 40266251, 40266356, 40269112, 40267830, 40267130, 40269473, 40270579, 40268755, 40265939, 40269411, 40265751]",80,1714921825,Let insects eat your plants,story,https://www.bbc.com/future/article/20240503-why-you-should-let-insects-eat-your-plants,
grugagag,0.0,40281878,,16,1715050566,I'm Getting Renovicted [video],story,https://www.youtube.com/watch?v=0baWAsCu6uk,
osm3000,135.0,40263168,"[40263614, 40276570, 40263855, 40263630, 40263804, 40267047, 40263845, 40263662, 40263531, 40264317]",97,1714897884,US prepares to exempt AUKUS nations from ITAR,story,https://www.naval-technology.com/news/us-prepares-to-scrap-itar-for-aukus-nations/,
Tomte,2.0,40287610,"[40288048, 40288184]",10,1715098471,Elizabeth Holmes shaves more time off her sentence – CNN Business,story,https://www.cnn.com/2024/05/07/tech/elizabeth-holmes-prison-release-date/index.html,
tosh,14.0,40269606,"[40279880, 40271545, 40273767, 40271729, 40272335, 40281309, 40274471, 40275898, 40272291]",17,1714952052,Unicode 16: Symbols for Legacy Computing Supplement [pdf],story,https://www.unicode.org/charts/PDF/Unicode-16.0/U160-1CC00.pdf,
cdesai,63.0,40288281,"[40289598, 40290036, 40294544, 40289705, 40289062, 40293675, 40290208, 40290163, 40291859, 40290573, 40289247, 40290241, 40289568, 40291396, 40291755, 40289210, 40288570, 40289461]",52,1715100957,"The $499 Google Pixel 8a is official, with 120 Hz display, 7 years of updates",story,https://arstechnica.com/gadgets/2024/05/the-499-google-pixel-8a-is-official-with-120-hz-display-7-years-of-updates/,
Wavum,93.0,40269945,"[40276099, 40270888, 40271560, 40273239, 40270522, 40270275, 40287088, 40277076, 40272145, 40289314, 40270900, 40272129, 40271933, 40291578, 40270311, 40283781, 40279936, 40271279, 40272496, 40270697, 40273194, 40276374, 40279121, 40271042, 40272802, 40271433, 40271931, 40271927, 40275920, 40271156, 40270436, 40284457, 40279942, 40280520]",131,1714955397,Ask HN: What's the most life-changing blog post you've ever read?,story,,"... any blog post that had a major impact on your life, workflow, career, understanding, etc. qualifies."
okl,70.0,40263479,"[40266505, 40265544, 40264149, 40266841, 40264826, 40264246, 40264613, 40264032, 40266541]",154,1714902268,Debian 64-bit-time transition,story,https://wiki.debian.org/ReleaseGoals/64bit-time,
ckle,0.0,40279421,,9,1715029012,Show HN: Chat with Steve Jobs via his recorded videos,story,https://www.jelli.io/app/7NuzflVkq0WjNBAEAa5pw=,"I made a product that lets you train chatbots on a series of Youtube videos. You can share the links to the chatbots directly or (soon) embed them on your own site. Presumably for research, lead generation, GTM enablement, etc. but I thought training chatbots on people’s content was also a fun use case."
MilnerRoute,33.0,40268523,"[40269244, 40275327, 40269309, 40273880, 40269230, 40271710, 40270741, 40270954, 40272182, 40272280]",86,1714944051,"Amazon CEO Andy Jassy violated labor law with union comments, NLRB rules",story,https://www.seattletimes.com/business/amazon/amazon-ceo-andy-jassy-violated-labor-law-with-union-comments-nlrb-rules/,
paulpauper,305.0,40268204,"[40269243, 40269742, 40268602, 40269288, 40271071, 40270796, 40289804, 40270263, 40270567, 40273976, 40270496, 40269884, 40271239, 40272295, 40269002, 40270552, 40272737, 40270787, 40269763, 40270303, 40269553, 40269651, 40270405, 40269248, 40275978, 40268967, 40269375, 40270649, 40270308, 40269061]",308,1714942117,“Meta spent almost as much as the Manhattan Project on GPUs in today's dollars”,story,https://twitter.com/emollick/status/1786213463456448900,
hamdouni,1.0,40284244,[40284465],8,1715080344,NASA Simulation's Plunge into a Black Hole: Explained [video],story,https://www.youtube.com/watch?v=chhcwk4-esM,
nsoonhui,704.0,40262921,"[40267353, 40267547, 40270369, 40267615, 40268044, 40269294, 40263252, 40267516, 40270046, 40269431, 40269647, 40269154, 40268956, 40269380, 40269724, 40271140, 40270250, 40263304, 40267761, 40263232, 40269333, 40269507, 40267840, 40269437, 40269084, 40269844, 40271309, 40267462, 40267530, 40269625, 40268404, 40271715, 40271552, 40267887, 40270798, 40272679, 40269253, 40269277, 40267468, 40263282, 40267321, 40269698, 40270859, 40267574, 40269910, 40268346, 40268581, 40267499, 40264064, 40267354, 40267726, 40269302, 40268604, 40268824, 40263228, 40268979, 40269703, 40268518, 40267444, 40263446, 40270519, 40270550, 40263284, 40269494, 40268745]",930,1714893266,MIT abandons requirement of DEI statements for hiring and promotions,story,https://whyevolutionistrue.com/2024/05/04/mit-abandons-use-of-dei-statements/,
lilouartz,0.0,40290399,[40290400],7,1715109981,List of Hypothetical Technologies,story,https://en.wikipedia.org/wiki/List_of_hypothetical_technologies,
markfo,4.0,40272989,"[40275117, 40280167, 40273294, 40273173]",7,1714990447,Show HN: I made a tool to find the best web hosting based on your needs,story,https://matchmyhosting.com/,"Hey,<p>Recently, I was blindsided by my web hosting plan renewing at almost double its initial cost. This unpleasant surprise prompted me to create Match My Hosting. As a hobby coder, I built this straightforward tool in my spare time using dead simple PHP, HTML, and JS with the massive help of ChatGPT-4.<p>The tool currently includes around 30 providers with 120 different packages. It uses Trustpilot reviews to guide the recommendations, ensuring you choose a host that&#x27;s not only technically suitable but also well-regarded by users.<p>And to avoid any surprises, it also clearly displays both the initial and renewal prices.<p>Would love to get feedback from you.<p>Mark"
jfil,0.0,40281807,,17,1715049858,Beyond Peace and Quiet – A Craving for the Hermit's Life,story,https://www.theguardian.com/lifeandstyle/2008/nov/08/sara-maitland-silence-addiction,
robblack,17.0,40281785,"[40285800, 40282134, 40282196, 40283070]",15,1715049608,AI Will Be Like a Super Smart Person Who Knows Everything About Your Life,story,https://futurism.com/the-byte/sam-altman-future-ai-knows-everything,
pjmlp,0.0,40272514,,5,1714984802,How to Use the Foreign Function API in Java 22 to Call C Libraries,story,https://ifesunmola.com/how-to-use-the-foreign-function-api-in-java-22-to-call-c-libraries/,
jtwaleson,3.0,40268011,[40272471],17,1714940923,The long long tail of AI applications,story,https://blog.waleson.com/2024/05/the-long-long-tail-of-ai-applications.html,
smandava,7.0,40272339,"[40281349, 40275748, 40288637, 40272340]",5,1714982978,Show HN: AI climbing coach – visualize how to climb any route based on your body,story,https://climbing.ai/,"I made SABR - an AI model that helps you visualize the beta&#x2F;technique on any route, based on your body parameters. You can input a video of you climbing any route, in any orientation or lighting condition (it&#x27;s truly versatile!). SABR then creates a virtual avatar of your body shape and uses it to climb the route you&#x27;re climbing. Then, you can compare&#x2F;contrast.<p>You can see the demo here:
<a href=""https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=cnvNPWoYZz4"" rel=""nofollow"">https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=cnvNPWoYZz4</a><p>Will be open sourcing the model, backend, and frontend codebase soon!"
commspam,10.0,40261023,"[40263117, 40262465, 40261039, 40262749]",32,1714863984,Hymn for Walpurgisnacht,story,https://themillions.com/2024/04/hymn-for-walpurgisnacht.html,
rodarima,105.0,40260035,"[40260597, 40263313, 40260167, 40260193, 40260188, 40260520, 40260157, 40260513, 40260634, 40262631, 40261861, 40261791, 40260329, 40260621, 40261614, 40260829, 40261606, 40269657, 40260604, 40260770, 40260163, 40260174, 40261625, 40260215, 40260909, 40260265, 40260668, 40260781]",424,1714854174,Show HN: Dillo 3.1.0 released after 9 years,story,https://dillo-browser.github.io/latest.html,"As commented before[1], I&#x27;ve been working on the past months to get the Dillo
back to life and today I&#x27;m happy to release the 3.1.0 version, after almost 9
years since the last one.<p>[1]: <a href=""https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=38847613"">https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=38847613</a><p>During this time:<p>- A new mailing list was created[2] which is beginning to get
some messages and patches. It is available in gmane via NNTP at
gmane.comp.web.dillo.devel.<p>[2]: <a href=""https:&#x2F;&#x2F;lists.mailman3.com&#x2F;hyperkitty&#x2F;list&#x2F;dillo-dev@mailman3.com&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;lists.mailman3.com&#x2F;hyperkitty&#x2F;list&#x2F;dillo-dev@mailman...</a><p>- A LiberaPay page[3] which received the first donations (thanks!).<p>[3]: <a href=""https:&#x2F;&#x2F;liberapay.com&#x2F;dillo&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;liberapay.com&#x2F;dillo&#x2F;</a><p>- Some more bugs where fixed and new features where added (details in the
release page and&#x2F;or changelog).<p>Thanks to all the people that contributed with patches and tests. Now let&#x27;s see
if we can make it land in some distros!"
